يُمْكِنُ 	 مكن
غَطَّسَ 	 غطس
غَلَّسَ 	 غلس
غَلَّطَ 	 غلط
عَوَّضَ 	 عوض
رَطَّبَ 	 رطب
دَرَّكَ 	 درك
دَكَّنَ 	 دكن
ذَبَّبَ 	 ذبب
غَرْبَلَ 	 غربل
رَعَّشَ 	 رعش
غَرَّزَ 	 غرز
عَزَّرَ 	 غزر
خَصَّلَ 	 خصل
غَلَّقَ 	 غلق
نَجَّسَ 	 نجس
مَوَّلَ 	 مول
غَضَّضَ 	 غضض
غَطْرَسَ 	 غطرس
فَرَّجَ 	 فرج
رَقَّطَ 	 رقط
هَلَّلَ 	 هلل
مَشَّطَ 	 مشط
كَوَّرَ 	 كور
نَجَّدَ 	 نجد
ثَقَّفَ 	 ثقف
شَطَّبَ 	 شطب
فَحَّشَ 	 فحش
عَشَّرَ 	 عشر
فَدَّمَ 	 فدم
غَيَّرَ 	 غير
صَنَّفَ 	 صنف
حَزَّبَ 	 حزب
شَبَّهَ 	 شبه
عَزَّزَ 	 عزز
عَزَّمَ 	 عز م
فَحْفَحَ 	 فحفح
تَغَوَّرَ 	 غور
زَلْزَلَ 	 زلزل
فَتَّقَ 	 فتق
حَدَّقَ 	 حدق
فَرَّغَ 	 فرغ
فَرْطَحَ 	 فرطح
غَرَّبَ 	 غرب
فَرَّدَ 	 فرد
فَرَّشَ 	 فرش
فَخَّرَ 	 فخر
نَيَّبَ 	 نيب
فَرْعَنَ 	 فرعن
ضَعَّفَ 	 ضعف
فَرْفَرَ 	 فرفر
ظَفَّرَ 	 ظفر
قَطَّمَ 	 قطم
فَرَّطَ 	 فرط
وَزْوَزَ 	 وزوز
حَبَّلَ 	 حبل
وَصَّلَ 	 وصل
حَوَّفَ 	 حوف
مَسَّحَ 	 مسح
خَلْخَلَ 	 خلخل
وَشَّجَ 	 وشج
نَضَّبَ 	 نضب
هَرْطَقَ 	 هرطق
خَيَّلَ 	 خيل
صَوَّتَ 	 صوت
صَلَّبَ 	 صلب
جَرَّمَ 	 جرم
فَسَّرَ 	 فسر
قَدَّدَ 	 قدد
جَنَّنَ 	 جنن
حَوَّمَ 	 حوم
زَغْرَدَ 	 زغرد
بَشَّرَ 	 بشر
بَرْشَمَ 	 برشم
لَجْلَجَ 	 لجلج
سَنَّنَ 	 سنن
سَلَّكَ 	 سلك
صَعَّدَ 	 صعد
شَحَّطَ 	 شحط
عَرْبَنَ 	 عربن
جَرْجَرَ 	 جرجر
فَلْسَفَ 	 فلسف
ذَفَّفَ 	 ذفف
نَصَّصَ 	 نصص
سَطَّحَ 	 سطح
نَغَّمَ 	 نغم
خَنَّعَ 	 خنع
رَجَّمَ 	 رجم
نَبَّهَ 	 نبه
حَمَّسَ 	 حمس
سَخَّرَ 	 سخر
لَطَّمَ 	 لطم
قَشَّبَ 	 قشب
لَقَّبَ 	 لقب
هَنْدَسَ 	 هندس
وَسَّطَ 	 وسط
فَتَّرَ 	 فتر
وَسَّخَ 	 وسخ
كَتْكَتَ 	 كتكت
قَيَّظَ 	 قيظ
كَثَّفَ 	 كثف
كَعَّبَ 	 كعب
لَفَّتَ 	 لفت
حَرَّقَ 	 حرق
كَوْكَبَ 	 كوكب
فَصَّلَ 	 فصل
حَمَّصَ 	 حمص
نَخَّلَ 	 نخل
زَوَّقَ 	 زوق
جَزَّزَ 	 جزز
بَطَّنَ 	 بطن
حَوَّزَ 	 حوز
نَوَّقَ 	 نوق
شَنَّقَ 	 شنق
لَجَّمَ 	 لجم
نَجَّعَ 	 نجع
رَثَّمَ 	 رثم
سَمَّلَ 	 سمل
فَقَّعَ 	 فقع
وَعَّرَ 	 وعر
ذَلَّلَ 	 ذلل
زَوَّرَ 	 زور
سَوَّمَ 	 سوم
عَذَّبَ 	 عذب
حَشَّفَ 	 حشف
رَفَّعَ 	 رفع
دَوَّلَ 	 دول
قَيَّنَ 	 قين
دَهْقَنَ 	 دهقن
وَسَّقَ 	 وسق
نَيَّفَ 	 نوف
وَقَّفَ 	 وقف
سَفَّكَ 	 سفك
طَرَّفَ 	 طرف
سَرَّرَ 	 سرر
نَكَّسَ 	 نكس
خَوَّنَ 	 خون
وَطَّنَ 	 وطن
حَطَّمَ 	 حطم
شَرَّمَ 	 شرم
غَفَّلَ 	 غفل
عَيَّدَ 	 عود
عَمَّرَ 	 عمر
حَبَّذَ 	 حبذ
قَصَّصَ 	 قصص
وَدَّنَ 	 ودن
صَوَّفَ 	 صوف
حَكَّمَ 	 حكم
طَنْطَنَ 	 طنطن
سَرَّحَ 	 سرح
دَمَّثَ 	 دمث
ثَلَّثَ 	 ثلث
بَدَّنَ 	 بدن
صَقَّرَ 	 صقر
وَكَّرَ 	 وكر
بَرْعَمَ 	 برعم
ثَلَّجَ 	 ثلج
خَرَّبَ 	 خرب
شَتَّمَ 	 شتم
غَطْرَفَ 	 غطرف
جَرَّشَ 	 جرش
عَنَّبَ 	 عنب
خَدَّشَ 	 خدش
هَرَّجَ 	 هرج
فَوَّجَ 	 فوج
رَوَّجَ 	 روج
شَمَّسَ 	 شمس
رَكَّنَ 	 ركن
عَجَّجَ 	 عجج
مَهَّلَ 	 مهل
رَعَّبَ 	 رعب
فَدَّنَ 	 فدن
دَهَّمَ 	 دهم
كَشَّفَ 	 كشف
عَذَّرَ 	 عذر
سَجَّسَ 	 سجس
نَشَّرَ 	 نشر
تَلْفَنَ 	 تلفن
وَرَّدَ 	 ورد
شَوَّقَ 	 شوق
غَمَّضَ 	 غمض
فَسَّلَ 	 فسل
حَرَّضَ 	 حرض
قَرْمَطَ 	 قر مط
نَيَّحَ 	 نيح
لَعْلَعَ 	 لعلع
شَلْوَبَ 	 شلوب
فَزَّرَ 	 فزر
حَنَّثَ 	 حنث
ذَنَّبَ 	 ذنب
مَسَّدَ 	 مسد
جَوَّزَ 	 جوز
عَيَّشَ 	 عيش
شَيَّدَ 	 شيد
عَجَّلَ 	 عجل
نَضَّجَ 	 نضج
زَفْزَفَ 	 زفزف
نَظَّرَ 	 نظر
لَقَّفَ 	 لقف
زَلَّمَ 	 زلم
نَجَّمَ 	 نجم
كَسَّفَ 	 كسف
رَصَّنَ 	 رصن
نَظَّمَ 	 نظم
جَنَّدَ 	 جند
نَصَّفَ 	 نصف
طَوَّسَ 	 طوس
فَلَّجَ 	 فلج
هَوَّشَ 	 هوش
ثَرْثَرَ 	 ثرثر
حَبَّقَ 	 حبق
كَمَّلَ 	 كمل
رَجَّعَ 	 رجع
لَمَّعَ 	 لمع
زَبْرَجَ 	 زبرج
غَضَّنَ 	 غضن
كَمَّدَ 	 كمد
يَبَّسَ 	 يبس
زَغْزَغَ 	 زغزغ
مَضَّضَ 	 مضض
نَجَّفَ 	 نجف
فَوَّضَ 	 فوض
تَكَمَّمَ 	 كمم
ثَيَّبَ 	 ثيب
فَتَّحَ 	 فتح
نَزَّلَ 	 نزل
مَلَّحَ 	 ملح
زَمَّلَ 	 زمل
حَفَّفَ 	 حفف
حَرَّبَ 	 حرب
وَهَّلَ 	 وهل
بَرْبَرَ 	 بربر
لَمَّحَ 	 لمح
طَيَّفَ 	 طيف
حَمَّقَ 	 حمق
سَهَّلَ 	 سهل
رَنَّحَ 	 رنح
دَيَّثَ 	 ديث
لَذَّذَ 	 لذذ
مَدَّنَ 	 مدن
دَبَّسَ 	 دبس
مَرَّضَ 	 مرض
صَيَّحَ 	 صيح
شَيَّعَ 	 شيع
عَجَّمَ 	 عجم
نَطَّفَ 	 نطف
خَدَّدَ 	 خدد
نَصَّرَ 	 نصر
نَزَّرَ 	 نزر
حَذَّرَ 	 حذر
غَلْغَلَ 	 غلغل
كَشَّحَ 	 كشح
بَوَّبَ 	 بوب
لَحَّسَ 	 لحس
وَقَّعَ 	 وقع
كَرَّسَ 	 كرس
دَعْدَعَ 	 دعدع
فَرَّزَ 	 فرز
وَزَّنَ 	 وزن
قَبَّبَ 	 قبب
خَشَّنَ 	 خشن
صَمَّدَ 	 صمد
حَرَّصَ 	 حرص
طَعَّمَ 	 طعم
صَقَّعَ 	 صقع
حَوْقَلَ 	 حوقل
دَمْدَمَ 	 دمدم
جَمْهَرَ 	 جمهر
عَنَّسَ 	 عنس
دَرَّمَ 	 درم
وَصَّمَ 	 وصم
كَلَّلَ 	 كلل
عَبَّسَ 	 عبس
زَحَّرَ 	 زحر
عَطَّسَ 	 عطس
هَوَّرَ 	 هور
عَلَّقَ 	 علق
خَلَّقَ 	 خلق
وَرَّقَ 	 ورق
رَبَّتَ 	 ربت
فَرَّخَ 	 فرخ
نَبَّتَ 	 نبت
ظَهَّرَ 	 ظهر
عَلَّلَ 	 علل
هَدَّبَ 	 هدب
عَطَّرَ 	 عطر
زَعْفَرَ 	 زعفر
عَنْوَنَ 	 عنن
عَصَّرَ 	 عصر
قَفَّلَ 	 قفل
رَجَّبَ 	 رجب
حَلْقَمَ 	 حلقم
يَتَّنَ 	 يتن
غَصَّنَ 	 غصن
مَغَّطَ 	 مغط
شَرَّطَ 	 شرط
رَحَّلَ 	 رحل
خَرَّسَ 	 خرس
قَصَّرَ 	 قصر
وَثَّلَ 	 وثل
رَمَّقَ 	 رمق
كَفَّرَ 	 كفر
جَرَّدَ 	 جرد
نَقَّصَ 	 نقص
طَبَّبَ 	 طبب
لَفْلَفَ 	 لفلف
بَلَّغَ 	 بلغ
كَبَّسَ 	 كبس
خَصْخَصَ 	 خصخص
فَهْرَسَ 	 فهرس
هَوَّنَ 	 هون
صَفَّرَ 	 صفر
مَيَّزَ 	 ميز
قَبَّحَ 	 قبح
جَعَّدَ 	 جعد
هَوَّلَ 	 هول
كَرَّرَ 	 كرر
وَثَّبَ 	 وثب
هَيَّجَ 	 هيج
هَشَّمَ 	 هشم
هَوَّسَ 	 هوس
قَرَّبَ 	 قرب
ذَيَّلَ 	 ذيل
وَشَّمَ 	 وشم
شَحَّلَ 	 شحل
نَسَّقَ 	 نسق
نَفَّعَ 	 نفع
وَرَّشَ 	 ورش
قَمَّعَ 	 قمع
عَوَّرَ 	 عور
جَرَّعَ 	 جرع
قَيَّضَ 	 قيض
رَبَّحَ 	 ربح
جَرَّرَ 	 جرر
سَوَّفَ 	 سوف
طَفَّحَ 	 طفح
صَيَّفَ 	 صيف
كَدَّرَ 	 كدر
ذَمَّرَ 	 ذمر
لَمَّجَ 	 لمج
فَلَّسَ 	 فلس
طَمَّرَ 	 طمر
فَرَّضَ 	 فرض
هَنَّدَ 	 هند
مَكَّكَ 	 مكك
لَمْلَمَ 	 لملم
جَهَّلَ 	 جهل
عَزَّرَ 	 عزر
رَحَّبَ 	 رحب
بَلْسَمَ 	 بلسم
رَقَّنَ 	 رقن
عَرْقَلَ 	 عرقل
حَقَّرَ 	 حقر
جَمَّمَ 	 جمم
وَقَّحَ 	 وقح
دَجَّلَ 	 دجل
نَفَّسَ 	 نفس
شَلَّحَ 	 شلح
كَبَّدَ 	 كبد
دَنْدَنَ 	 دندن
جَيَّفَ 	 جيف
حَيَّدَ 	 حيد
شَرْنَقَ 	 شرنق
صَحَّحَ 	 صحح
عَنْبَرَ 	 عنبر
سَعَّرَ 	 سعر
طَمَّحَ 	 طمح
مَذَّرَ 	 مذر
نَوَّسَ 	 نوس
صَهَّبَ 	 صهب
حَفَّظَ 	 حفظ
قَلْقَلَ 	 قلقل
حَنَّكَ 	 حنك
دَبْلَجَ 	 دبلج
قَنْطَرَ 	 قنطر
صَرَّرَ 	 صرر
حَلَّفَ 	 حلف
جَعْجَعَ 	 جعجع
جَشَّمَ 	 جشم
رَتَّبَ 	 رتب
رَكَّكَ 	 ركك
كَلَّفَ 	 كلف
كَيَّلَ 	 كيل
كَرْكَرَ 	 كركر
سَيَّبَ 	 سيب
ضَخَّمَ 	 ضخم
جَرَّذَ 	 جرذ
نَكَّلَ 	 نكل
فَضَّلَ 	 فضل
مَلَّطَ 	 ملط
خَيَّبَ 	 خيب
عَلَّفَ 	 علف
هَدَّرَ 	 هدر
هَدَّمَ 	 هدم
هَدْهَدَ 	 هدهد
نَفَّضَ 	 نفض
نَفَّقَ 	 نفق
نَقَّبَ 	 نقب
هَجَّمَ 	 هجم
تَزَوَّجَ 	 زوج
مَوَّنَ 	 مون
نَشَّمَ 	 نشم
هَجَّنَ 	 هجن
رَوَّمَ 	 روم
حَوَّلَ 	 حول
سَبَّقَ 	 سبق
عَلَّكَ 	 علك
كَرَّهَ 	 كره
نَفَّدَ 	 نفد
هَدَّدَ 	 هدد
هَسْهَسَ 	 هسهس
نَمَّطَ 	 نمط
شَبَّحَ 	 شبح
نَغَّصَ 	 نغص
نَقَّشَ 	 نقش
نَقَّضَ 	 نقض
جَيَّبَ 	 جيب
نَعَّمَ 	 نعم
نَعْنَعَ 	 نعنع
غَيَّظَ 	 غيظ
قَرَّحَ 	 قرح
جَبَّنَ 	 جبن
هَوَّزَ 	 هوز
هَبْهَبَ 	 هبهب
سَوَّدَ 	 سود
فَزَّعَ 	 فزع
نَطَّقَ 	 نطق
نَطَّلَ 	 نطل
فَرَّكَ 	 فرك
زَيَّقَ 	 زيق
بَرْمَجَ 	 برمج
لَوَّعَ 	 لوع
طَهَّرَ 	 طهر
هَرَّدَ 	 هرد
نَيَّرَ 	 نير
هَبَّبَ 	 هبب
دَلَّعَ 	 دلع
هَرَّفَ 	 هرف
هَرَّقَ 	 هرق
كَبَّرَ 	 كبر
نَوَّلَ 	 نول
هَجَّدَ 	 هجد
هَجَّرَ 	 هجر
هَبَّشَ 	 هبش
نَوَّنَ 	 نون
خَمَّسَ 	 خمس
شَعْشَعَ 	 شعشع
حَرَّكَ 	 حرك
هَمَّشَ 	 همش
هَمَّمَ 	 همم
خَوَّصَ 	 خوص
هَنْدَمَ 	 هندم
دَرْدَبَ 	 دردب
هَمَّدَ 	 همد
جَلَّدَ 	 جلد
وَزَّعَ 	 وزع
سَنَّجَ 	 سنج
وَسْوَسَ 	 وسوس
بَهْرَجَ 	 بهرج
وَخَّفَ 	 وخف
مَصْمَصَ 	 مصمص
وَثَّقَ 	 وثق
وَبَّخَ 	 وبخ
وَبَّشَ 	 وبش
زَرَّرَ 	 زرر
وَجَّبَ 	 وجب
عَمَّقَ 	 عمق
هَيَّلَ 	 هيل
هَشْهَشَ 	 هشهش
هَزَّعَ 	 هزع
هَزَّلَ 	 هزل
هَزَّمَ 	 هزم
هَلَّكَ 	 هلك
هَيْلَلَ 	 ه لل
سَلْطَنَ 	 سلطن
وَرَّفَ 	 ورف
بَرْقَشَ 	 برقش
وَرَّسَ 	 ورس
نَكَّتَ 	 نكت
ضَيَّعَ 	 ضيع
وَرَّمَ 	 ورم
خَرَّطَ 	 خرط
نَكَّصَ 	 نكص
نَقَّطَ 	 نقط
نَوَّرَ 	 نور
نَوْرَجَ 	 نورج
قَدَّمَ 	 قدم
نَمَّرَ 	 نمر
نَفَّخَ 	 نفخ
حَجَّلَ 	 حجل
لَفَّعَ 	 لفع
وَسَّمَ 	 وسم
وَخَّمَ 	 وخم
وَشَّقَ 	 وشق
عَكَّشَ 	 عكش
عَثَّرَ 	 عثر
وَشَّحَ 	 وشح
صَلَّحَ 	 صلح
وَحْوَحَ 	 وحوح
وَرَّعَ 	 ورع
وَذَّمَ 	 وذم
وَجَّهَ 	 وجه
سَرَّجَ 	 سرج
نَوَّمَ 	 نوم
مَغْمَغَ 	 مغمغ
فَوَّتَ 	 فوت
وَتَّرَ 	 وتر
مَرْحَبَ 	 رحب
قَرَّعَ 	 قرع
سَنَّمَ 	 سنم
قَضَّبَ 	 قضب
فَنَّدَ 	 فند
ثَمَّرَ 	 ثمر
قَبَّضَ 	 قبض
قَبَّلَ 	 قبل
خَشْخَشَ 	 خشخش
فَنَّنَ 	 فنن
نَكَّرَ 	 نكر
شَفَّعَ 	 شفع
قَبَّنَ 	 قبن
زَنَّرَ 	 زنر
فَصْفَصَ 	 فصفص
بَصَّرَ 	 بصر
جَزَّعَ 	 جزع
بَرْطَلَ 	 برطل
قَرَّطَ 	 قرط
لَسَّنَ 	 لسن
قَذَّذَ 	 قذذ
قَحَّبَ 	 قحب
قَرَّدَ 	 قرد
قَرَّسَ 	 قرس
بَغَّضَ 	 بغض
قَتَّتَ 	 قتت
حَلَّقَ 	 حلق
عَرَّفَ 	 عرف
سَمَّطَ 	 سمط
ثَقَّلَ 	 ثقل
عَتَّمَ 	 عتم
فَتَّشَ 	 فتش
ضَفَّرَ 	 ضفر
كَثَّبَ 	 كثب
غَيَّضَ 	 غيض
تَغَوَّطَ 	 غوط
قَرَّفَ 	 قرف
سَوَّسَ 	 سوس
قَلَّمَ 	 قلم
خَرْشَفَ 	 خرشف
رَزَّحَ 	 رزح
فَوَّقَ 	 فوق
عَطَّفَ 	 عطف
غَلَّبَ 	 غلب
هَوَّمَ 	 هوم
حَفَّلَ 	 حفل
قَرْمَدَ 	 قرمد
شَنَّجَ 	 شنج
فَرَّعَ 	 فرع
صَدَّعَ 	 صدع
سَكَّرَ 	 سكر
كَرَّزَ 	 كرز
قَمْطَرَ 	 قمطر
قَمَّمَ 	 قمم
قَنْبَلَ 	 قنبل
قَهْقَهَ 	 قهقه
كَتَّمَ 	 كتم
حَوْجَلَ 	 حجل
قَيَّلَ 	 قيل
قَوَّرَ 	 قور
جَهْوَرَ 	 جهور
سَنْبَلَ 	 سنبل
حَرَّزَ 	 حرز
قَرْفَصَ 	 قرفص
كَبَّبَ 	 كبب
كَثَّرَ 	 كثر
كَتَّبَ 	 كتب
جَسَّدَ 	 جسد
عَوَّجَ 	 عوج
كَرَّشَ 	 كرش
كَرَّمَ 	 كرم
كَبَّلَ 	 كبل
عَجَّزَ 	 عجز
قَنَّطَ 	 قنط
عَقْرَبَ 	 عقرب
ظَلَّلَ 	 ظلل
طَبَّخَ 	 طبخ
هَرْوَلَ 	 هرول
فَعَّمَ 	 فعم
فَصَّحَ 	 فصح
وَجَّنَ 	 وجن
فَرْقَعَ 	 فرقع
قَشْقَشَ 	 قشقش
تَوَّجَ 	 توج
عَمَّشَ 	 عمش
رَقَّصَ 	 رقص
لَزَّقَ 	 لزق
فَطَّحَ 	 فطح
جَمْجَمَ 	 جمجم
فَسَّحَ 	 فسح
خَرْبَشَ 	 خربش
غَشَّشَ 	 غشش
قَصَّبَ 	 قصب
ضَرَّسَ 	 ضرس
فَظَّعَ 	 فظع
فَقَّهَ 	 فقه
مَتَّنَ 	 متن
فَطَّرَ 	 فطر
فَلْفَلَ 	 فلفل
فَلَّحَ 	 فلح
رَشَّدَ 	 رشد
فَسْفَسَ 	 فسفس
قَحَّمَ 	 قحم
حَمَّرَ 	 حمر
كَلَّمَ 	 كلم
خَمَّنَ 	 خمن
سَفْسَفَ 	 سفسف
سَمَّدَ 	 سمد
قَرَّضَ 	 قرض
وَلَّجَ 	 ولج
دَمَّغَ 	 دمغ
ثَرَّبَ 	 ثرب
بَسْمَلَ 	 بسمل
هَرَّبَ 	 هرب
بَهَّتَ 	 بهت
قَمَّطَ 	 قمط
زَقْزَقَ 	 زقزق
خَدَّمَ 	 خدم
عَرَّقَ 	 عرق
طَقْطَقَ 	 طقطق
قَفْقَفَ 	 قفقف
مَرَّغَ 	 مرغ
دَخَّنَ 	 دخن
سَوَّرَ 	 سور
جَذَّرَ 	 جذر
لَفَّفَ 	 لفف
كَلْثَمَ 	 كلثم
فَطَّنَ 	 فطن
حَيَّنَ 	 حين
رَحَّمَ 	 رحم
جَذَّفَ 	 جذف
قَدَّرَ 	 قدر
قَشَّطَ 	 قشط
وَسَّلَ 	 وسل
هَجَّعَ 	 هجع
شَهَّرَ 	 شهر
بَجَّلَ 	 بجل
جَلْجَلَ 	 جلجل
لَهَّجَ 	 لهج
قَطْرَبَ 	 قطرب
قَلَّلَ 	 قلل
تَيَّمَ 	 تيم
حَنْظَلَ 	 حنظل
خَنْدَقَ 	 خندق
قَطَّرَ 	 قطر
حَوَّشَ 	 حوش
سَمَّكَ 	 سمك
دَمَّرَ 	 دمر
غَرْغَرَ 	 غرغر
طَيَّنَ 	 طين
حَيَّرَ 	 حير
كَسَّرَ 	 كسر
حَمَّمَ 	 حمم
صَمَّغَ 	 صمغ
قَطَّطَ 	 قطط
قَرَّشَ 	 قرش
كَسْكَسَ 	 كسكس
قَدَّحَ 	 قدح
غَلَّظَ 	 غلظ
فَتَّلَ 	 فتل
هَتَّرَ 	 هتر
تَكَوَّرَ 	 كور
حَدَّجَ 	 حدج
حَنَّنَ 	 حنن
عَوَّمَ 	 عوم
طَرَّزَ 	 طرز
حَسَّنَ 	 حسن
نَكَّدَ 	 نكد
سَرْوَلَ 	 سرول
قَسَّطَ 	 قسط
بَلْبَلَ 	 بلبل
دَعَّمَ 	 دعم
حَلَّلَ 	 حلل
بَلْعَمَ 	 بلعم
عَبَّدَ 	 عبد
خَثَّرَ 	 خثر
وَهَّدَ 	 وهد
سَمَّعَ 	 سمع
بَرَّدَ 	 برد
لَحَّنَ 	 لحن
شَمَّتَ 	 شمت
سَيْطَرَ 	 سيطر
خَلَّعَ 	 خلع
جَوَّلَ 	 جول
نَقَّحَ 	 نقح
نَمْنَمَ 	 نمنم
شَعَّبَ 	 شعب
قَشَّرَ 	 قشر
صَرْصَرَ 	 صرصر
لَعَّبَ 	 لعب
دَمَّمَ 	 دمم
لَدَّنَ 	 لدن
سَخَّفَ 	 سخف
قَوَّلَ 	 قول
قَطَّبَ 	 قطب
كَبَّشَ 	 كبش
مَحَّلَ 	 محل
جَفَّفَ 	 جفف
قَرَّظَ 	 قرظ
فَوَّهَ 	 فوه
خَلَّطَ 	 خلط
فَخَّذَ 	 فخذ
عَشَّبَ 	 عشب
نَوَّعَ 	 نوع
رَاجَعَ 	 رجع
رَاقَبَ 	 رقب
هَاوَشَ 	 هوش
حَافَرَ 	 حفر
لَاعَنَ 	 لعن
وَاثَبَ 	 وثب
نَافَثَ 	 نفث
عَاضَدَ 	 عضد
ضَاجَعَ 	 ضجع
قَارَنَ 	 قرن
سَافَحَ 	 سفح
نَابَلَ 	 نبل
زَافَ 	 زوف
سَالَمَ 	 سلم
رَافَقَ 	 رفق
زَايَدَ 	 زيد
سَاحَلَ 	 سحل
كَاشَحَ 	 كشح
سَافَرَ 	 سفر
نَاطَقَ 	 نطق
سَاقَطَ 	 سقط
سَابَعَ 	 سبع
صَادَرَ 	 صدر
مَاسَحَ 	 مسح
زَاهَقَ 	 زهق
زَاحَمَ 	 زحم
خَاتَنَ 	 ختن
عَالَجَ 	 علج
سَارَقَ 	 سرق
كَاتَمَ 	 كتم
غَايَبَ 	 غيب
بَالَغَ 	 بلغ
غَايَظَ 	 غيظ
حَادَثَ 	 حدث
مَازَجَ 	 مزج
زَامَنَ 	 زمن
حَاضَرَ 	 حضر
قَاسَحَ 	 قسح
سَانَدَ 	 سند
صَاوَلَ 	 صول
جَازَفَ 	 جزف
حَاسَبَ 	 حسب
دَارَسَ 	 درس
لَاكَزَ 	 لكز
بَادَلَ 	 بدل
سَابَقَ 	 سبق
رَامَحَ 	 رمح
بَاحَثَ 	 بحث
سَاوَفَ 	 سوف
ثَابَرَ 	 ثبر
وَاظَفَ 	 وظف
رَاوَحَ 	 روح
بَادَرَ 	 بدر
فَاخَرَ 	 فخر
بَاصَرَ 	 بصر
بَايَعَ 	 بيع
تَابَعَ 	 تبع
خَادَنَ 	 خدن
شَاتَمَ 	 شتم
ضَاحَكَ 	 ضحك
وَافَدَ 	 وفد
جَاوَبَ 	 جوب
حَابَسَ 	 حبس
نَاهَزَ 	 نهز
جَاهَرَ 	 جهر
شَارَفَ 	 شرف
سَامَرَ 	 سمر
بَارَزَ 	 برز
نَاضَلَ 	 نضل
كَايَدَ 	 كيد
جَامَلَ 	 جمل
جَانَبَ 	 جنب
فَاطَنَ 	 فطن
نَافَرَ 	 نفر
عَاوَصَ 	 عوص
مَانَحَ 	 منح
عَاصَرَ 	 عصر
مَاقَتَ 	 مقت
طَابَقَ 	 طبق
جَاذَبَ 	 جذب
صَافَقَ 	 صفق
جَاهَدَ 	 جهد
لَاصَقَ 	 لصق
سَاخَفَ 	 سخف
ثَامَنَ 	 ثمن
هَادَنَ 	 هدن
وَاكَبَ 	 وكب
بَارَحَ 	 برح
نَافَقَ 	 نفق
بَاغَتَ 	 بغت
هَاجَرَ 	 هجر
عَاقَبَ 	 عقب
عَايَنَ 	 عين
فَاسَخَ 	 فسخ
نَاهَدَ 	 نهد
طَاوَحَ 	 طوح
قَاحَلَ 	 قحل
دَاهَنَ 	 دهن
نَاسَخَ 	 نسخ
دَاوَلَ 	 دول
سَاوَمَ 	 سوم
ظَالَمَ 	 ظلم
هَازَلَ 	 هزل
قَابَضَ 	 قبض
رَافَعَ 	 رفع
طَارَدَ 	 طرد
كَاذَبَ 	 كذب
سَافَلَ 	 سفل
طَايَرَ 	 طير
وَاقَعَ 	 وقع
نَاغَمَ 	 نغم
نَادَمَ 	 ندم
فَارَقَ 	 فرق
جَانَسَ 	 جنس
فَاكَهَ 	 فكه
شَافَهَ 	 شفه
نَاقَشَ 	 نقش
فَاصَلَ 	 فصل
كَابَرَ 	 كبر
خَالَطَ 	 خلط
فَارَسَ 	 فرس
شَاهَدَ 	 شهد
وَاسَقَ 	 وسق
لَازَقَ 	 لزق
نَاقَدَ 	 نقد
بَاهَتَ 	 بهت
حَاذَرَ 	 حذر
سَايَرَ 	 سير
يَاوَمَ 	 يوم
شَاوَرَ 	 شور
شَاطَرَ 	 شطر
جَاوَرَ 	 جور
فَاتَحَ 	 فتح
لَابَسَ 	 لبس
كَاشَرَ 	 كشر
جَالَسَ 	 جلس
صَادَقَ 	 صدق
نَاصَبَ 	 نصب
هَايَطَ 	 هيط
قَارَحَ 	 قرح
زَاوَجَ 	 زوج
فَايَشَ 	 فيش
نَاعَمَ 	 نعم
خَاشَنَ 	 خشن
حَازَبَ 	 حزب
جَامَعَ 	 جمع
زَاوَلَ 	 زول
يَامَنَ 	 يمن
عَالَنَ 	 علن
كَالَحَ 	 كلح
بَاكَرَ 	 بكر
حَاكَمَ 	 حكم
شَاغَبَ 	 شغب
نَاشَدَ 	 نشد
عَاطَشَ 	 عطش
لَاعَجَ 	 لعج
شَارَسَ 	 شرس
وَارَدَ 	 ورد
خَافَتَ 	 خفت
رَافَدَ 	 رفد
عَامَلَ 	 عمل
قَارَبَ 	 قرب
خَالَسَ 	 خلس
طَارَحَ 	 طرح
عَاشَرَ 	 عشر
خَالَجَ 	 خلج
نَاصَرَ 	 نصر
رَاقَصَ 	 رقص
سَايَفَ 	 سيف
سَايَلَ 	 سيل
شَانَقَ 	 شنق
شَاعَبَ 	 شعب
شَاجَرَ 	 شجر
صَانَعَ 	 صنع
صَارَمَ 	 صرم
شَاغَرَ 	 شغر
صَالَحَ 	 صلح
خَاذَلَ 	 خذل
خَامَرَ 	 خمر
خَاتَلَ 	 ختل
خَاصَرَ 	 خصر
دَاغَشَ 	 دغش
كَالَمَ 	 كلم
شَارَكَ 	 شرك
سَامَحَ 	 سمح
رَابَطَ 	 ربط
شَارَطَ 	 شرط
رَاهَنَ 	 رهن
رَامَقَ 	 رمق
زَاخَرَ 	 زخر
رَاوَدَ 	 رود
رَاكَلَ 	 ركل
كَايَلَ 	 كيل
زَاحَفَ 	 زحف
رَاشَقَ 	 رشق
زَامَلَ 	 زمل
رَاهَقَ 	 رهق
صَاعَبَ 	 صعب
صَافَحَ 	 صفح
مَاحَكَ 	 محك
صَايَفَ 	 صيف
طَاعَمَ 	 طعم
صَابَرَ 	 صبر
صَادَمَ 	 صدم
صَايَحَ 	 صيح
هَايَجَ 	 هيج
صَادَفَ 	 صدف
عَارَمَ 	 عرم
كَافَرَ 	 كفر
رَاصَدَ 	 رصد
